Station,Date,Time,Precip,type,Air max,min,obs,Wx,Wind dir,speed,Bulb wet,dry,Soil max,min,Evap,Solar,ETo,RH max,min
Nipomo.A,20100213,2359,0,,69,48,,,NE,4,,,55,53,,350,0.11,86,47.7
Nipomo.A,20100214,2359,0,,77,47,,,NE,4,,,55,53,,363,0.04,,
Nipomo.A,20100215,2359,0,,77,52,,,NE,4,,,55,54,,363,0.14,80.5,27.5
Nipomo.A,20100216,2359,0,,73,53,,,NE,4,,,56,54,,356,0.12,88,46.4
Nipomo.A,20100217,2359,0,,71,46,,,W,3,,,56,55,,362,0.11,100,45.1
Nipomo.A,20100218,2359,0.02,,56,46,,,W,4,,,56,55,,190,0.04,100,84.4
Nipomo.A,20100219,2359,0.12,,62,50,,,SE,5,,,56,56,,222,0.07,95.4,61.5
Nipomo.A,20100220,2359,0,,61,47,,,NE,4,,,57,55,,330,0.09,96.1,67.3
Nipomo.A,20100221,2359,0.2,,60,49,,,W,3,,,57,56,,214,0.05,98.7,68.9
Nipomo.A,20100222,2359,0.01,,64,45,,,NE,4,,,56,55,,365,0.03,,
Nipomo.A,20100223,2359,0,,60,40,,,E,3,,,56,55,,185,0.05,87.4,50.6
Nipomo.A,20100224,2359,0.59,,59,48,,,E,5,,,56,55,,116,0.02,99.9,74.4
Nipomo.A,20100225,2359,0.02,,67,47,,,NE,4,,,57,55,,364,0.1,99.2,59.6
Nipomo.A,20100226,2359,0.63,,63,46,,,SE,5,,,56,55,,162,0.04,98.2,71.6
Nipomo.A,20100227,2359,0.22,,58,48,,,SW,6,,,56,56,,256,0.07,97.4,76.2
Nipomo.A,20100228,2359,0,,63,44,,,NE,4,,,56,55,,349,0.1,97.3,61.9
Nipomo.A,20100301,2359,0.08,,61,47,,,E,4,,,56,55,,228,0.05,98.3,72.2
Nipomo.A,20100302,2359,0.5,,59,49,,,SE,4,,,56,56,,151,0.03,98.1,77.3
Nipomo.A,20100303,2359,0.32,,61,44,,,W,5,,,56,55,,237,0.06,98.7,62.6
Nipomo.A,20100304,2359,0,,60,40,,,NE,4,,,55,54,,410,0.11,93.6,51.2
Nipomo.A,20100305,2359,0,,59,43,,,W,3,,,56,54,,321,0.08,89,48.1
Nipomo.A,20100306,2359,0.04,,63,43,,,E,4,,,55,54,,245,0.06,96.4,58.5
Nipomo.A,20100307,2359,0,,60,43,,,W,5,,,56,54,,363,0.1,98.4,66.6
Nipomo.A,20100308,2359,0,,60,43,,,NW,5,,,56,55,,389,0.11,81.7,61
Nipomo.A,20100309,2359,0,,58,38,,,NE,4,,,56,54,,371,0.1,84.9,50.6
Nipomo.A,20100310,2359,0.04,,58,37,,,NE,4,,,55,54,,416,0.12,93.9,39.1
Nipomo.A,20100311,2359,0,,66,39,,,NE,4,,,55,53,,422,0.13,88.6,42.5
Nipomo.A,20100312,2359,0.1,,61,39,,,W,4,,,55,53,,390,0.11,98.3,57.1
Nipomo.A,20100313,2359,0,,64,45,,,N,4,,,55,54,,437,0.13,98.6,30
Nipomo.A,20100314,2359,0,,66,38,,,N,4,,,55,53,,437,0.14,73.1,32.6
Nipomo.A,20100315,2359,0,,73,41,,,NE,4,,,56,54,,445,0.15,80.5,25
Nipomo.A,20100316,2359,0,,77,46,,,NE,4,,,57,54,,438,0.15,76,26.8
Nipomo.A,20100317,2359,0.01,,77,48,,,SW,4,,,58,55,,434,0.15,96.9,36.9
Nipomo.A,20100318,2359,0.01,,65,46,,,W,4,,,58,56,,431,0.12,98,64.6
Nipomo.A,20100319,2359,0,,74,47,,,NE,4,,,58,56,,452,0.15,82.6,38.9
Nipomo.A,20100320,2359,0,,63,43,,,NE,4,,,58,56,,431,0.12,100,53.4
Nipomo.A,20100321,2359,0.04,,62,39,,,W,4,,,57,56,,386,0.1,100,62
Nipomo.A,20100322,2359,0.01,,67,42,,,W,3,,,58,56,,436,0.13,100,59.5
Nipomo.A,20100323,2359,0.02,,69,47,,,NE,4,,,58,56,,449,0.15,99,38.2
Nipomo.A,20100324,2359,0,,60,42,,,W,4,,,58,56,,422,0.11,100,72.3
Nipomo.A,20100325,2359,0.03,,62,43,,,NE,5,,,58,56,,443,0.13,91.9,59.4
Nipomo.A,20100326,2359,0,,66,44,,,N,4,,,58,56,,475,0.14,81.4,48.5
Nipomo.A,20100327,2359,0.02,,75,47,,,NE,4,,,58,56,,481,0.18,85,18.2
Nipomo.A,20100328,2359,0,,73,44,,,E,4,,,58,56,,488,0.17,94.9,24.6
Nipomo.A,20100329,2359,0.03,,64,38,,,W,4,,,58,56,,476,0.14,99.4,46.5
Nipomo.A,20100330,2359,0.06,,63,50,,,W,4,,,59,57,,386,0.11,100,63.8
Nipomo.A,20100331,2359,0.09,,59,45,,,W,4,,,58,57,,488,0.14,94.1,44.7
Nipomo.A,20100401,2359,0.01,,59,39,,,NE,4,,,58,56,,516,0.14,95.8,58.7
Nipomo.A,20100402,2359,0.02,,61,42,,,W,4,,,58,56,,471,0.14,88.5,45
Nipomo.A,20100403,2359,0,,59,41,,,W,4,,,58,57,,496,0.14,96.8,56.9
Nipomo.A,20100404,2359,0.02,,61,41,,,SE,6,,,57,56,,321,0.1,94,44.2
Nipomo.A,20100405,2359,0.32,,59,45,,,W,6,,,58,56,,515,0.15,97.1,55.9
Nipomo.A,20100406,2359,0,,70,44,,,NE,6,,,57,56,,564,0.2,84.4,29.8
Nipomo.A,20100407,2359,0,,77,50,,,W,5,,,59,57,,613,0.2,79.6,25.9
Nipomo.A,20100408,2359,0.02,,68,45,,,W,4,,,59,57,,563,0.17,91.8,56.3
Nipomo.A,20100409,2359,0.01,,59,43,,,E,4,,,59,57,,487,0.13,97.9,71.8
Nipomo.A,20100410,2359,0.03,,60,50,,,SW,6,,,58,58,,274,0.09,83.7,57
Nipomo.A,20100411,2359,1.06,,60,48,,,SE,3,,,58,54,,115,0.03,97.9,55.7
Nipomo.A,20100412,2359,0.43,,59,46,,,W,1,,,57,55,,365,0.09,97.2,65.3
Nipomo.A,20100413,2359,0.02,,66,40,,,NE,1,,,58,56,,570,0.15,98.9,55.3
Nipomo.A,20100414,2359,0.02,,62,42,,,NE,1,,,58,56,,568,0.15,96.1,55.8
Nipomo.A,20100415,2359,0,,63,43,,,W,1,,,58,56,,570,0.15,96.7,60.7
Nipomo.A,20100416,2359,0.02,,64,46,,,NE,1,,,59,57,,585,0.16,96.9,57.7
Nipomo.A,20100417,2359,0,,75,49,,,NE,1,,,60,58,,526,0.16,96.6,41.5
Nipomo.A,20100418,2359,0.02,,64,47,,,NE,1,,,60,58,,469,0.12,97.8,67.7
Nipomo.A,20100419,2359,0.01,,67,50,,,W,2,,,61,59,,530,0.15,98,65
Nipomo.A,20100420,2359,0.43,,60,46,,,W,6,,,60,59,,426,0.12,98.4,62.5
Nipomo.A,20100421,2359,0.18,,57,42,,,NW,5,,,60,58,,281,0.08,94.6,66.7
Nipomo.A,20100422,2359,0.04,,60,40,,,NE,3,,,59,57,,285,0.07,95.3,66.3
Nipomo.A,20100423,2359,0,,60,42,,,W,4,,,59,57,,601,0.17,97.4,71.7
Nipomo.A,20100424,2359,0.01,,63,49,,,W,4,,,60,58,,495,0.14,98.4,71.8
Nipomo.A,20100425,2359,0,,75,48,,,NE,4,,,61,58,,609,0.2,97.3,44.9
Nipomo.A,20100426,2359,0.03,,62,46,,,W,4,,,61,60,,395,0.18,97.3,71.8
Nipomo.A,20100427,2359,0.02,,63,46,,,W,5,,,60,59,,313,0.08,99.7,74.9
Nipomo.A,20100428,2359,0.03,,62,46,,,W,5,,,61,59,,654,0.19,96.8,57
Nipomo.A,20100429,2359,0.01,,60,41,,,NW,5,,,60,58,,677,0.19,89.5,49.6
Nipomo.A,20100430,2359,0.04,,62,40,,,NE,4,,,60,58,,672,0.19,89,56
Nipomo.A,20100501,2359,0,,61,43,,,W,4,,,60,58,,664,0.18,96.5,60.9
Nipomo.A,20100502,2359,0,,63,44,,,W,4,,,61,59,,658,0.18,99.8,62.9
Nipomo.A,20100503,2359,0,,69,45,,,W,4,,,61,59,,677,0.19,96.4,56.9
Nipomo.A,20100504,2359,0,,66,45,,,W,4,,,62,60,,635,0.17,99.6,65.4
Nipomo.A,20100505,2359,0,,64,46,,,W,4,,,61,59,,673,0.19,96.5,57.2
Nipomo.A,20100506,2359,0,,72,46,,,NW,4,,,62,59,,690,0.21,88.9,32.7
Nipomo.A,20100507,2359,0,,72,46,,,W,3,,,62,60,,688,0.21,88.5,32.5
Nipomo.A,20100508,2359,0,,62,42,,,W,4,,,62,60,,673,0.19,95.3,60
Nipomo.A,20100509,2359,0,,61,48,,,W,5,,,62,60,,680,0.19,93.5,64.6
Nipomo.A,20100510,2359,0.09,,61,44,,,W,5,,,61,60,,678,0.19,96,62.5
Nipomo.A,20100511,2359,0,,61,44,,,NW,5,,,61,59,,695,0.19,91,54.8
Nipomo.A,20100512,2359,0,,63,44,,,W,4,,,62,59,,679,0.19,94.9,57.7
Nipomo.A,20100513,2359,0,,60,49,,,W,4,,,62,60,,618,0.16,98.2,71.5
Nipomo.A,20100514,2359,0,,58,47,,,SW,4,,,62,61,,535,0.14,99.5,79.2
Nipomo.A,20100515,2359,0,,57,49,,,W,4,,,62,61,,402,0.1,99.1,80.6
Nipomo.A,20100516,2359,0,,54,48,,,W,4,,,62,61,,227,0.04,99.2,85.5
Nipomo.A,20100517,2359,0.12,,60,50,,,E,3,,,61,60,,184,0.03,97,78.9
Nipomo.A,20100518,2359,0.04,,63,50,,,W,4,,,63,61,,494,0.13,98.9,77.4
Nipomo.A,20100519,2359,0,,73,49,,,W,3,,,63,61,,682,0.2,99.2,44.3
Nipomo.A,20100520,2359,0,,72,48,,,NW,4,,,64,62,,700,0.21,94.4,50.6
Nipomo.A,20100521,2359,0,,63,47,,,NW,4,,,63,61,,706,0.2,88.6,52.2
Nipomo.A,20100522,2359,0,,61,45,,,NW,5,,,63,61,,717,0.2,86.1,44.4
Nipomo.A,20100523,2359,0,,59,39,,,W,5,,,62,60,,709,0.19,92.4,55
Nipomo.A,20100524,2359,0,,61,44,,,W,5,,,62,60,,649,0.18,94.6,55.6
Nipomo.A,20100525,2359,0.02,,63,42,,,W,4,,,62,60,,562,0.15,97.1,74.5
Nipomo.A,20100526,2359,0,,67,51,,,W,4,,,65,63,,417,0.01,,
Nipomo.A,20100527,2359,0,,66,49,,,W,4,,,63,62,,655,0.2,96.5,48
Nipomo.A,20100528,2359,0,,64,47,,,NW,5,,,64,62,,711,0.21,94.6,51.4
Nipomo.A,20100529,2359,0,,80,50,,,W,4,,,65,61,,720,0.24,87.6,31.2
Nipomo.A,20100530,2359,0,,78,50,,,W,5,,,65,62,,718,0.24,95.3,39.9
Nipomo.A,20100531,2359,0,,64,47,,,W,4,,,64,62,,619,0.17,97.8,69.9
Nipomo.A,20100601,2359,0,,64,50,,,W,4,,,65,63,,479,0.13,98,70.5
Nipomo.A,20100602,2359,0,,64,46,,,W,4,,,65,63,,640,0.18,98.8,70.2
Nipomo.A,20100603,2359,0,,72,49,,,W,4,,,66,63,,685,0.21,99.6,65.4
Nipomo.A,20100604,2359,0,,77,52,,,W,3,,,67,64,,694,0.23,99.1,48.5
Nipomo.A,20100605,2359,0,,82,53,,,W,3,,,68,65,,695,0.24,96.3,44.1
Nipomo.A,20100606,2359,0,,76,52,,,SW,4,,,68,65,,700,0.22,97.2,54.4
Nipomo.A,20100607,2359,0,,65,51,,,W,4,,,67,66,,634,0.18,99.4,69.5
Nipomo.A,20100608,2359,0,,63,49,,,W,4,,,67,65,,643,0.18,97.9,70.3
Nipomo.A,20100609,2359,0,,66,50,,,W,4,,,67,66,,449,0.21,97.4,64.9
Nipomo.A,20100610,2359,0,,66,45,,,W,4,,,67,64,,708,0.21,96.8,56.4
Nipomo.A,20100611,2359,0,,62,47,,,W,4,,,66,64,,712,0.2,95,66.4
Nipomo.A,20100612,2359,0,,63,45,,,W,4,,,66,64,,716,0.2,97,70.9
Nipomo.A,20100613,2359,0,,61,49,,,W,4,,,66,64,,636,0.17,99.1,81.5
Nipomo.A,20100614,2359,0,,59,50,,,W,4,,,66,64,,505,0.13,100,83.3
Nipomo.A,20100615,2359,0,,61,50,,,W,4,,,66,64,,573,0.15,99.4,69.9
Nipomo.A,20100616,2359,0,,61,48,,,W,4,,,66,64,,643,0.18,96.2,68.1
Nipomo.A,20100617,2359,0,,63,46,,,W,4,,,66,64,,714,0.2,99,68.5
Nipomo.A,20100618,2359,0,,60,49,,,W,4,,,65,64,,479,0.13,,
Nipomo.A,20100619,2359,0,,62,46,,,W,4,,,65,63,,718,0.2,95.4,65.5
Nipomo.A,20100620,2359,0,,64,44,,,W,4,,,65,63,,719,0.2,98.4,63.3
Nipomo.A,20100621,2359,0,,71,50,,,W,5,,,68,66,,649,0.11,99.8,83.4
Nipomo.A,20100622,2359,0,,58,49,,,W,4,,,65,63,,406,0.1,100,81.7
Nipomo.A,20100623,2359,0,,60,49,,,W,4,,,65,63,,543,0.14,100,78.3
Nipomo.A,20100624,2359,0,,61,50,,,SW,4,,,65,64,,568,0.15,99.9,75.7
Nipomo.A,20100625,2359,0,,62,50,,,W,4,,,65,64,,495,0.13,98.5,75.9
Nipomo.A,20100626,2359,0,,63,51,,,W,4,,,66,64,,533,0.15,98.6,73.9
Nipomo.A,20100627,2359,0,,63,51,,,W,4,,,66,64,,623,0.17,99.7,74.2
Nipomo.A,20100628,2359,0,,63,51,,,W,4,,,66,65,,525,0.15,100,80.1
Nipomo.A,20100629,2359,0,,63,53,,,W,4,,,67,65,,491,0.14,99.5,75.8
Nipomo.A,20100630,2359,0,,67,49,,,W,4,,,67,65,,640,0.18,100,63.1
Nipomo.A,20100701,2359,0,,65,48,,,W,4,,,67,65,,685,0.19,99.5,66
Nipomo.A,20100702,2359,0,,65,48,,,W,4,,,67,65,,674,0.19,99.4,67.1
Nipomo.A,20100703,2359,0,,60,50,,,W,5,,,66,65,,538,0.14,99.4,78.3
Nipomo.A,20100704,2359,0,,63,50,,,W,4,,,66,65,,508,0.14,100,77.3
Nipomo.A,20100705,2359,0,,61,54,,,W,3,,,66,65,,266,0.06,97.3,80.2
Nipomo.A,20100706,2359,0,,63,50,,,W,4,,,66,65,,326,0.08,98.4,71.3
Nipomo.A,20100707,2359,0,,63,49,,,W,4,,,65,64,,400,0.11,97.8,73.9
Nipomo.A,20100708,2359,0,,62,53,,,W,4,,,69,67,,319,0.08,97.9,77.2
Nipomo.A,20100709,2359,0,,63,52,,,W,4,,,66,64,,453,0.12,97.3,76.7
Nipomo.A,20100710,2359,0,,64,53,,,W,4,,,66,65,,426,0.12,98.5,77.3
Nipomo.A,20100711,2359,0,,65,54,,,W,4,,,66,65,,453,0.13,98.6,77
Nipomo.A,20100712,2359,0,,66,53,,,W,4,,,67,65,,453,0.13,96.7,72.7
Nipomo.A,20100713,2359,0,,69,50,,,W,4,,,67,65,,697,0.21,97.2,65.8
Nipomo.A,20100714,2359,0,,68,52,,,W,4,,,67,65,,678,0.21,97,69.7
Nipomo.A,20100715,2359,0,,71,54,,,SW,5,,,67,65,,664,0.2,98.4,69.2
Nipomo.A,20100716,2359,0,,65,56,,,SW,4,,,67,66,,547,0.16,98.4,79.9
Nipomo.A,20100717,2359,0,,65,54,,,W,5,,,67,66,,613,0.18,,
Nipomo.A,20100718,2359,0,,63,53,,,W,4,,,67,66,,568,0.16,100,81.7
Nipomo.A,20100719,2359,0,,62,53,,,SW,4,,,67,66,,573,0.16,99.8,80.8
Nipomo.A,20100720,2359,0,,62,51,,,W,4,,,67,66,,451,0.12,99.5,76.3
Nipomo.A,20100721,2359,0,,70,53,,,W,5,,,71,69,,555,0.12,96,74.8
Nipomo.A,20100722,2359,0,,62,53,,,W,4,,,67,65,,508,0.14,96,75.8
Nipomo.A,20100723,2359,0,,61,53,,,W,4,,,67,66,,516,0.14,97.8,79.9
Nipomo.A,20100724,2359,0,,63,53,,,W,4,,,67,66,,562,0.16,97.4,76.6
Nipomo.A,20100725,2359,0,,63,54,,,W,4,,,67,66,,335,0.09,97.2,76.8
Nipomo.A,20100726,2359,0,,63,49,,,W,4,,,67,65,,434,0.12,93.2,70.9
Nipomo.A,20100727,2359,0,,63,49,,,W,4,,,66,65,,569,0.16,94.2,64.9
Nipomo.A,20100728,2359,0,,64,45,,,W,5,,,66,64,,629,0.18,97.1,66.8
Nipomo.A,20100729,2359,0,,64,48,,,NE,4,,,66,64,,603,0.17,97.3,73.2
Nipomo.A,20100730,2359,0,,63,52,,,W,4,,,67,65,,555,0.16,97.9,77.4
Nipomo.A,20100731,2359,0,,63,54,,,W,4,,,67,65,,476,0.13,99,76.9
Nipomo.A,20100801,2359,0,,63,53,,,W,4,,,67,66,,471,0.13,99.1,77.7
Nipomo.A,20100802,2359,0,,63,53,,,W,4,,,67,66,,580,0.16,98.7,77.6
Nipomo.A,20100803,2359,0,,62,53,,,W,4,,,67,66,,482,0.13,99.7,80.5
Nipomo.A,20100804,2359,0,,60,52,,,W,4,,,67,66,,371,0.09,100,84.3
Nipomo.A,20100805,2359,0,,61,51,,,W,4,,,66,65,,429,0.11,98.8,77.3
Nipomo.A,20100806,2359,0,,62,53,,,W,4,,,66,65,,481,0.13,98,75.9
Nipomo.A,20100807,2359,0,,62,52,,,W,4,,,67,65,,516,0.14,98.8,75.6
Nipomo.A,20100808,2359,0,,64,52,,,W,4,,,66,65,,340,0.09,97.1,72.7
Nipomo.A,20100809,2359,0,,63,54,,,W,4,,,67,65,,513,0.14,96.4,77.4
Nipomo.A,20100810,2359,0,,64,54,,,W,4,,,67,65,,444,0.12,97.3,73
Nipomo.A,20100811,2359,0,,62,53,,,W,4,,,67,65,,473,0.13,96.3,76.2
Nipomo.A,20100812,2359,0,,62,54,,,W,4,,,66,65,,346,0.09,97.1,81.3
Nipomo.A,20100813,2359,0,,63,53,,,W,4,,,66,65,,451,0.12,98.9,75.8
Nipomo.A,20100814,2359,0,,62,52,,,W,4,,,66,65,,465,0.13,97.6,77.5
Nipomo.A,20100815,2359,0,,63,51,,,W,4,,,67,65,,492,0.14,97.3,76.5
Nipomo.A,20100816,2359,0,,65,52,,,SW,4,,,66,65,,500,0.13,100,78.6
Nipomo.A,20100817,2359,0,,63,51,,,W,4,,,67,65,,563,0.15,100,77.2
Nipomo.A,20100818,2359,0,,66,53,,,W,4,,,67,65,,608,0.18,97.4,70.9
Nipomo.A,20100819,2359,0,,74,51,,,W,5,,,70,68,,572,0.14,100,81.7
Nipomo.A,20100820,2359,0,,61,50,,,W,4,,,67,65,,524,0.14,100,81.6
Nipomo.A,20100821,2359,0,,64,51,,,W,4,,,67,66,,509,0.14,98.7,72.8
Nipomo.A,20100822,2359,0,,72,48,,,W,4,,,67,65,,613,0.19,99.7,50.9
Nipomo.A,20100823,2359,0,,90,52,,,NE,4,,,67,65,,635,0.24,89.3,27.1
Nipomo.A,20100824,2359,0,,80,55,,,W,4,,,68,66,,615,0.21,96.5,37.6
Nipomo.A,20100825,2359,0,,66,55,,,W,3,,,68,66,,517,0.14,100,81.7
Nipomo.A,20100826,2359,0,,64,53,,,W,4,,,68,67,,495,0.14,100,78
Nipomo.A,20100827,2359,0,,63,53,,,W,4,,,67,66,,483,0.13,100,73.9
Nipomo.A,20100828,2359,0,,66,51,,,W,4,,,67,66,,573,0.17,95.3,62.7
Nipomo.A,20100829,2359,0,,64,49,,,W,4,,,67,65,,575,0.16,98.3,68.2
Nipomo.A,20100830,2359,0,,67,51,,,W,4,,,67,65,,561,0.16,98.1,63.8
Nipomo.A,20100831,2359,0,,62,49,,,SW,4,,,67,65,,565,0.15,100,79.5
Nipomo.A,20100901,2359,0,,70,49,,,W,3,,,67,65,,593,0.18,98.3,60.3
Nipomo.A,20100902,2359,0,,66,52,,,W,3,,,67,65,,588,0.16,99.7,72.7
Nipomo.A,20100903,2359,0,,63,50,,,W,4,,,67,66,,490,0.13,100,82.4
Nipomo.A,20100904,2359,0,,60,51,,,W,4,,,67,66,,442,0.11,100,85.5
Nipomo.A,20100905,2359,0,,67,49,,,W,4,,,67,65,,499,0.14,100,66.4
Nipomo.A,20100906,2359,0,,63,48,,,W,4,,,66,65,,458,0.12,100,78.7
Nipomo.A,20100907,2359,0,,64,52,,,W,3,,,66,65,,214,0.05,99.8,76.9
Nipomo.A,20100908,2359,0,,67,55,,,W,4,,,66,65,,393,0.11,98.9,69.6
Nipomo.A,20100909,2359,0,,66,49,,,W,4,,,66,65,,543,0.16,99.9,63.7
Nipomo.A,20100910,2359,0,,66,46,,,W,4,,,65,64,,537,0.15,100,65.7
Nipomo.A,20100911,2359,0,,62,49,,,W,4,,,65,64,,411,0.1,100,82.8
Nipomo.A,20100912,2359,0,,58,51,,,W,3,,,65,64,,217,0.05,100,86.6
Nipomo.A,20100913,2359,0,,62,46,,,W,4,,,65,64,,489,0.13,96.6,68.5
Nipomo.A,20100914,2359,0,,63,43,,,NE,4,,,64,63,,487,0.13,99.8,73.1
Nipomo.A,20100915,2359,0,,60,47,,,W,4,,,64,63,,431,0.11,100,79.5
Nipomo.A,20100916,2359,0,,65,47,,,SW,4,,,64,63,,484,0.13,100,73.4
Nipomo.A,20100917,2359,0,,63,51,,,W,3,,,65,64,,411,0.11,100,79
Nipomo.A,20100918,2359,0,,65,53,,,W,3,,,65,64,,270,0.07,99.1,81.5
Nipomo.A,20100919,2359,0,,72,48,,,W,3,,,65,64,,469,0.14,100,64
Nipomo.A,20100920,2359,0,,67,52,,,W,4,,,66,65,,453,0.13,100,66.7
Nipomo.A,20100921,2359,0,,65,47,,,W,4,,,65,64,,461,0.13,99.8,69.9
Nipomo.A,20100922,2359,0,,68,48,,,W,4,,,65,64,,447,0.13,98.4,61.7
Nipomo.A,20100923,2359,0,,74,48,,,NE,4,,,64,63,,443,0.14,98,49.1
Nipomo.A,20100924,2359,0,,89,63,,,W,4,,,68,65,,480,0.14,87.8,42.4
Nipomo.A,20100925,2359,0,,86,58,,,W,4,,,66,64,,445,0.17,82.3,28.8
Nipomo.A,20100926,2359,0,,79,56,,,W,4,,,65,64,,444,0.14,89.9,35.8
Nipomo.A,20100927,2359,0,,94,66,,,E,4,,,67,64,,436,0.2,59.6,24.4
Nipomo.A,20100928,2359,0,,86,64,,,NE,3,,,67,66,,374,0.16,76.1,29.1
Nipomo.A,20100929,2359,0,,77,57,,,W,3,,,67,66,,411,0.14,97.1,58.1
Nipomo.A,20100930,2359,0,,69,54,,,W,3,,,67,66,,411,0.12,100,71.7
Nipomo.A,20101001,2359,0,,69,54,,,SW,4,,,67,65,,358,0.1,100,70.7
Nipomo.A,20101002,2359,0,,68,53,,,W,3,,,66,65,,362,0.1,100,73.6
Nipomo.A,20101003,2359,0,,64,53,,,W,3,,,66,65,,238,0.06,100,79.7
Nipomo.A,20101004,2359,0,,64,55,,,W,5,,,66,65,,372,0.11,91.8,69.4
Nipomo.A,20101005,2359,0,,63,52,,,E,3,,,65,64,,240,0.07,98.6,67.8
Nipomo.A,20101006,2359,0,,63,51,,,E,3,,,64,64,,135,0.03,99.4,74.2
Nipomo.A,20101007,2359,0,,69,48,,,NE,4,,,64,63,,379,0.12,97.3,53.5
Nipomo.A,20101008,2359,0,,72,48,,,NE,3,,,64,62,,413,0.13,96.3,53.7
Nipomo.A,20101009,2359,0,,85,55,,,NE,4,,,65,63,,408,0.17,84.8,28.2
Nipomo.A,20101010,2359,0,,71,54,,,SW,4,,,65,64,,406,0.14,95.9,45.5
Nipomo.A,20101011,2359,0,,72,51,,,W,3,,,65,63,,398,0.12,98.1,62.7
Nipomo.A,20101012,2359,0,,67,56,,,NW,2,,,65,64,,277,0.07,100,81.9
Nipomo.A,20101013,2359,0,,63,52,,,W,3,,,65,64,,300,0.08,100,86.9
Nipomo.A,20101014,2359,0,,59,50,,,W,3,,,65,64,,162,0.03,100,97.4
Nipomo.A,20101015,2359,0,,66,53,,,W,2,,,65,64,,164,0.04,100,83.7
Nipomo.A,20101016,2359,0,,63,55,,,W,2,,,65,64,,118,0.02,99.5,84.6
Nipomo.A,20101017,2359,0,,66,53,,,W,3,,,65,64,,131,0.03,99.4,81.9
Nipomo.A,20101018,2359,0,,65,50,,,NE,4,,,64,63,,374,0.1,99,73.6
Nipomo.A,20101019,2359,0,,70,53,,,W,3,,,64,63,,248,0.06,100,82.3
Nipomo.A,20101020,2359,0,,61,56,,,W,3,,,64,64,,80,0.06,100,88.2
Nipomo.A,20101021,2359,0.03,,59,51,,,W,3,,,64,63,,99,0.02,99.7,87.3
Nipomo.A,20101022,2359,0.11,,67,50,,,W,3,,,64,63,,255,0.07,99.7,64.4
Nipomo.A,20101023,2359,0.02,,64,52,,,W,3,,,64,63,,343,0.1,99.7,59.4
Nipomo.A,20101024,2359,0.25,,66,56,,,E,3,,,64,63,,95,0.02,100,75.6
Nipomo.A,20101025,2359,0,,71,52,,,N,3,,,64,64,,357,0.11,100,38
Nipomo.A,20101026,2359,0,,71,51,,,NE,4,,,64,63,,374,0.12,82.1,31.6
Nipomo.A,20101027,2359,0,,74,46,,,NE,4,,,62,61,,343,0.13,60.2,28.6
Nipomo.A,20101028,2359,0,,79,46,,,NE,5,,,62,61,,330,0.12,85.9,24.2
Nipomo.A,20101029,2359,0.62,,64,46,,,NE,4,,,62,61,,328,0.09,96.5,58.8
Nipomo.A,20101030,2359,0.25,,66,49,,,E,4,,,62,60,,337,0.09,100,66.7
Nipomo.A,20101031,2359,0,,66,42,,,NE,3,,,62,61,,343,0.09,100,65.2
Nipomo.A,20101101,2359,0,,84,53,,,NE,6,,,62,61,,351,0.16,67.6,29.8
Nipomo.A,20101102,2359,0.02,,82,55,,,NE,4,,,63,62,,346,0.13,80.5,36
Nipomo.A,20101103,2359,0,,76,56,,,NE,4,,,63,62,,339,0.11,79.2,51.4
Nipomo.A,20101104,2359,0,,85,52,,,NE,3,,,64,62,,325,0.11,96,34.6
Nipomo.A,20101105,2359,0,,65,46,,,W,3,,,63,62,,310,0.08,100,74
Nipomo.A,20101106,2359,0.05,,64,49,,,E,3,,,63,62,,101,0.02,100,68.9
Nipomo.A,20101107,2359,0.47,,63,46,,,E,4,,,62,61,,181,0.04,99.5,71.3
Nipomo.A,20101108,2359,0,,63,46,,,NE,3,,,62,61,,325,0.09,98.4,58.9
Nipomo.A,20101109,2359,0,,64,44,,,NE,4,,,61,60,,327,0.09,87.7,46.7
Nipomo.A,20101110,2359,0,,64,45,,,NE,3,,,61,59,,323,0.09,89,57.5
Nipomo.A,20101111,2359,0,,71,43,,,NE,4,,,60,59,,330,0.11,86,36
Nipomo.A,20101112,2359,0,,71,43,,,NE,4,,,60,58,,322,0.11,67.7,32.6
Nipomo.A,20101113,2359,0,,80,53,,,NE,6,,,60,58,,311,0.14,71,28.3
Nipomo.A,20101114,2359,0,,75,47,,,NE,4,,,60,59,,301,0.11,78.7,30.3
Nipomo.A,20101115,2359,0,,74,51,,,NE,4,,,61,59,,312,0.1,88.4,40.8
Nipomo.A,20101116,2359,0,,66,44,,,NE,4,,,60,59,,290,0.07,100,61.8
Nipomo.A,20101117,2359,0.01,,61,42,,,NE,3,,,60,59,,305,0.04,,
Nipomo.A,20101118,2359,0,,64,42,,,NE,3,,,60,59,,242,0.04,,
Nipomo.A,20101119,2359,0.12,,54,50,,,SE,3,,,59,59,,39,0,98.1,84
Nipomo.A,20101120,2359,0.3,,58,46,,,SE,3,,,59,59,,275,0.07,98.8,63.5
Nipomo.A,20101121,2359,0.33,,57,39,,,W,5,,,59,58,,287,0.07,94.1,58.4
Nipomo.A,20101122,2359,0,,60,38,,,NE,4,,,58,57,,299,0.07,95.8,60.9
Nipomo.A,20101123,2359,0.07,,58,37,,,E,5,,,57,56,,166,0.04,97.7,75.3
